iterations,fitness,time
0,2346.34243817,9.7524000001e-05
10,2381.3208719,0.000175479000003
20,2412.01724353,0.000255359000004
30,2477.13794299,0.000307009000004
40,2535.76602468,0.000349034000006
50,2539.20504629,0.000385605000009
60,2539.20504629,0.00040966600001
70,2539.20504629,0.000445916000007
80,2539.20504629,0.000470618000008
90,2539.20504629,0.000504623000008
100,2539.20504629,0.000578729000008
110,2539.20504629,0.000631661000011
120,2539.20504629,0.000667270000012
130,2539.20504629,0.000680744000011
140,2539.20504629,0.00069357600001
150,2575.93241668,0.000705445000012
160,2575.93241668,0.000745866000013
170,2575.93241668,0.000759019000011
180,2575.93241668,0.000770247000009
190,2575.93241668,0.000798157000009
200,2575.93241668,0.000824462000008
210,2575.93241668,0.000839219000007
220,2575.93241668,0.000867129000007
230,2575.93241668,0.000880282000004
240,2575.93241668,0.000891510000002
250,2575.93241668,0.000931289
260,2575.93241668,0.000945083999998
270,2575.93241668,0.000977163999998
280,2575.93241668,0.001008603
290,2575.93241668,0.001028172
300,2575.93241668,0.001045495
310,2575.93241668,0.001075651
320,2575.93241668,0.001103882
330,2575.93241668,0.001117035
340,2575.93241668,0.001128263
350,2575.93241668,0.001143341
360,2575.93241668,0.001203331
370,2575.93241668,0.001240865
380,2575.93241668,0.001290268
390,2575.93241668,0.001302458
400,2575.93241668,0.001336142
410,2575.93241668,0.00135539
420,2575.93241668,0.001362769
430,2575.93241668,0.001370147
440,2575.93241668,0.00137816800001
450,2575.93241668,0.001398379
460,2575.93241668,0.001405437
470,2575.93241668,0.001412174
480,2575.93241668,0.001419873
490,2575.93241668,0.001441367
500,2575.93241668,0.001461898
510,2575.93241668,0.001474088
520,2575.93241668,0.00148275
530,2575.93241668,0.001491732
540,2575.93241668,0.00149879
550,2575.93241668,0.001505847
560,2575.93241668,0.001512584
570,2575.93241668,0.001533757
580,2575.93241668,0.001541135
590,2575.93241668,0.001548193
600,2575.93241668,0.001561346
610,2575.93241668,0.00159471
620,2575.93241668,0.001604334
630,2575.93241668,0.001612033
640,2575.93241668,0.001632244
650,2575.93241668,0.001639943
660,2575.93241668,0.001647001
670,2575.93241668,0.001655021
680,2575.93241668,0.001664645
690,2575.93241668,0.001672665
700,2575.93241668,0.00168261
710,2575.93241668,0.001690309
720,2575.93241668,0.001720143
730,2575.93241668,0.001729125
740,2575.93241668,0.001745807
750,2575.93241668,0.001756714
760,2575.93241668,0.001767942
770,2575.93241668,0.00177917
780,2575.93241668,0.001788152
790,2575.93241668,0.001812212
800,2575.93241668,0.001818308
810,2575.93241668,0.001826007
820,2575.93241668,0.001833706
830,2575.93241668,0.001840763
840,2575.93241668,0.001861295
850,2575.93241668,0.001868674
860,2575.93241668,0.00187509000001
870,2575.93241668,0.00188182600001
880,2575.93241668,0.001886959
890,2575.93241668,0.001892413
900,2575.93241668,0.001896904
910,2575.93241668,0.001901395
920,2575.93241668,0.001905886
930,2575.93241668,0.001910377
940,2575.93241668,0.001914548
950,2575.93241668,0.00191936
960,2575.93241668,0.001923851
970,2575.93241668,0.001928022
980,2575.93241668,0.001934758
990,2575.93241668,0.001940853
1000,2575.93241668,0.00194726900001
1010,2575.93241668,0.00195272300001
1020,2575.93241668,0.00195978000001
1030,2575.93241668,0.00197389500001
1040,2575.93241668,0.001982236
1050,2575.93241668,0.00198736900001
1060,2575.93241668,0.00200790000001
1070,2575.93241668,0.00201335400001
1080,2575.93241668,0.002019128
1090,2575.93241668,0.002037414
1100,2575.93241668,0.002056342
1110,2575.93241668,0.002062437
1120,2575.93241668,0.002068211
1130,2575.93241668,0.002073023
1140,2575.93241668,0.00208072300001
1150,2575.93241668,0.002087139
1160,2575.93241668,0.00209227200001
1170,2575.93241668,0.002097404
1180,2575.93241668,0.002101575
1190,2575.93241668,0.002106066
1200,2575.93241668,0.002109915
1210,2575.93241668,0.002114086
1220,2575.93241668,0.002118578
1230,2575.93241668,0.002122749
1240,2575.93241668,0.002126919
1250,2575.93241668,0.002133335
1260,2575.93241668,0.002150979
1270,2575.93241668,0.002168624
1280,2575.93241668,0.002176965
1290,2575.93241668,0.002184344
1300,2575.93241668,0.00219011799999
1310,2575.93241668,0.00219621399999
1320,2575.93241668,0.002201988
1330,2575.93241668,0.00220679999999
1340,2575.93241668,0.00222412299999
1350,2575.93241668,0.00222893499999
1360,2575.93241668,0.00223310599999
1370,2575.93241668,0.00223887999999
1380,2575.93241668,0.00224497599999
1390,2575.93241668,0.00225748699999
1400,2575.93241668,0.00228315099999
1410,2575.93241668,0.00229822899999
1420,2575.93241668,0.00230496599999
1430,2575.93241668,0.00232325199999
1440,2575.93241668,0.00237490099999
1450,2575.93241668,0.002381638
1460,2575.93241668,0.002387733
1470,2575.93241668,0.00239286599999
1480,2575.93241668,0.00239799899999
1490,2575.93241668,0.00240313199999
1500,2575.93241668,0.00240794399999
1510,2575.93241668,0.00242558799999
1520,2575.93241668,0.00243200399998
1530,2575.93241668,0.00243777799999
1540,2575.93241668,0.00244258999999
1550,2575.93241668,0.00244836399999
1560,2575.93241668,0.00245349599998
1570,2575.93241668,0.00245991199998
1580,2575.93241668,0.00248140499998
1590,2575.93241668,0.00249038799998
1600,2575.93241668,0.00249872899998
1610,2575.93241668,0.00250418299999
1620,2575.93241668,0.00251188199999
1630,2575.93241668,0.00251637299999
1640,2575.93241668,0.00253529999999
1650,2575.93241668,0.00254043299999
1660,2575.93241668,0.00255839799999
1670,2575.93241668,0.00256353099999
1680,2575.93241668,0.00256834299999
1690,2575.93241668,0.00260010199999
1700,2575.93241668,0.00260523499999
1710,2575.93241668,0.00261036799999
1720,2575.93241668,0.00261485899999
1730,2575.93241668,0.00261935099999
1740,2575.93241668,0.00262352199999
1750,2575.93241668,0.00262865499998
1760,2575.93241668,0.00263314599998
1770,2575.93241668,0.00263731699998
1780,2575.93241668,0.00264180799999
1790,2575.93241668,0.00264597899999
1800,2575.93241668,0.00266586899999
1810,2575.93241668,0.00267485199999
1820,2575.93241668,0.00267934299999
1830,2575.93241668,0.00268511699999
