iterations,fitness,time
0,2751.57869059,0.000324652
10,2854.9993942,0.000720843
20,2948.09810131,0.001029455
30,3009.69925289,0.001360202
40,3050.34652477,0.001766979
50,3014.59123959,0.002078478
60,3214.76231629,0.002420454
70,3157.00128746,0.002818891
80,3140.02294542,0.003181397
90,3119.86793942,0.003480064
100,3194.3842646,0.003779052
110,3030.99013561,0.00407419
120,3090.11776595,0.004369329
130,3139.77582073,0.004692377
140,3173.75143812,0.004989761
150,3152.4606845,0.005338152
160,3115.99760833,0.005634253
170,3030.2342463,0.005964358
180,3008.91472452,0.006335205
190,3068.74139713,0.006635155
200,3058.31902461,0.006993812
210,3199.20732891,0.007293762
220,3222.36017108,0.00758954199999
230,3214.00974398,0.00788500099999
240,3161.20385457,0.00823531699999
250,3067.97683611,0.008531097
260,3077.23460045,0.008905794
270,3107.8479871,0.009224671
280,3129.18529808,0.009619257
290,3050.36952329,0.009933322
300,3170.65236304,0.010247066
310,3253.77657001,0.010561773
320,3112.70823128,0.010875518
330,3206.40805159,0.011188621
340,3204.87284815,0.011501724
350,3180.22396519,0.011855569
360,3193.89216753,0.012168672
370,3175.30838556,0.012481454
380,3132.2761533,0.012793915
390,3197.64384049,0.013105734
400,3166.85433503,0.013418837
410,3156.40757018,0.013730336
420,3139.5357405,0.014042477
430,3189.36080009,0.014416853
440,3165.70981494,0.014824593
450,3169.70472074,0.015181004
460,3121.60854553,0.015497956
470,3135.91856186,0.015810739
480,3105.66748471,0.016122558
490,3220.87923369,0.016474478
500,3168.15766888,0.016829606
510,3177.5598397,0.017144313
520,3206.57353453,0.017489496
530,3255.86346379,0.017801958
540,3247.65779776,0.018120194
550,3220.09930417,0.018431372
560,3192.31789903,0.018742871
570,3210.9550686,0.019052445
580,3185.01078979,0.01939025
590,3191.59648942,0.019836486
600,3246.7308613,0.020147664
610,3265.6926819,0.020460126
620,3273.87306115,0.020772908
630,3297.10753144,0.021084407
640,3357.07466243,0.021399435
650,3281.48156722,0.021717671
660,3326.26229111,0.022087556
670,3333.47633997,0.022468989
680,3323.17946448,0.022795886
690,3271.41410469,0.023110593
700,3305.44469036,0.023467325
710,3237.93365644,0.023795185
720,3230.28762638,0.02410893
730,3256.07481851,0.024475287
740,3270.48972993,0.02478839
750,3314.88079445,0.025100531
760,3267.71787532,0.025413634
770,3305.03917031,0.025786406
780,3311.52849593,0.026101754
790,3283.17009585,0.02641614
800,3317.52241833,0.02676774
810,3326.87188426,0.027079881
820,3314.85013484,0.027451691
830,3333.64377613,0.027764794
840,3305.5133036,0.028100674
850,3285.57456251,0.028413456
860,3339.38354043,0.028724313
870,3353.2427767,0.029036454
880,3421.67923454,0.02935052
890,3316.31943487,0.029693779
900,3371.06387406,0.030009128
910,3339.01640048,0.030390241
920,3319.71442973,0.031092156
930,3395.05192276,0.031414562
940,3343.55888936,0.031729589
950,3341.96494291,0.032041088
960,3305.79361607,0.032412577
970,3327.08073303,0.032719906
980,3309.6779364,0.03301761
990,3301.23070772,0.033310823
1000,3370.20503312,0.033677179
1010,3334.27920079,0.034000226
1020,3323.67263004,0.034324557
1030,3323.67263004,0.034651776
1040,3290.20000042,0.034977711
1050,3309.89338324,0.035303646
1060,3321.09925582,0.035627656
1070,3233.59598933,0.035950383
1080,3264.5626667,0.036274073
1090,3253.03611333,0.036621181
1100,3243.30089731,0.03694455
1110,3288.95985438,0.037283959
1120,3262.82773555,0.037605723
1130,3188.76965997,0.037945453
1140,3253.70180106,0.038267218
1150,3310.25648801,0.038606627
1160,3198.52644191,0.039557164
1170,3243.51024466,0.039866738
1180,3202.03342822,0.040164122
1190,3186.78118906,0.040460544
1200,3276.19988824,0.040754719
1210,3183.93376125,0.041049857
1220,3209.55055357,0.044258521
1230,3249.15914813,0.044562
1240,3209.72592906,0.044860667
1250,3252.79664057,0.045157409
1260,3338.07420407,0.045484628
1270,3255.6556638,0.045814734
1280,3279.78009162,0.046112759
1290,3300.16297502,0.046439015
1300,3276.25066216,0.046733832
1310,3269.85507879,0.047081903
