iterations,fitness,time
0,3244.04808761,0.037280431
10,3389.52453421,0.061513513
20,3415.98186836,0.083128528
30,3356.38798435,0.0999437
40,3431.54024599,0.117667063
50,3450.33510381,0.137354697
60,3419.1520074,0.156066451
70,3384.18736858,0.177651632
80,3371.14182542,0.195560739
90,3371.14182542,0.220051425
100,3371.14182542,0.235226013
110,3371.14182542,0.250128882
120,3371.14182542,0.264685926
130,3371.14182542,0.28016239
140,3371.14182542,0.295920518
150,3371.14182542,0.307632688
160,3371.14182542,0.318739825
170,3371.14182542,0.333040869
180,3422.45768526,0.343818862
190,3371.14182542,0.354922149
200,3371.14182542,0.366041797
210,3371.14182542,0.380631563
220,3371.14182542,0.392123342
230,3371.14182542,0.403985326
240,3371.14182542,0.415534207
250,3371.14182542,0.427178046
260,3371.14182542,0.438415428
270,3371.14182542,0.448550213
280,3371.14182542,0.459457169
290,3371.14182542,0.470319213
300,3371.14182542,0.481535743
310,3381.75128303,0.491462328
320,3371.14182542,0.501443449
330,3371.14182542,0.512383127
340,3371.14182542,0.524091768
350,3371.14182542,0.536948881
360,3371.14182542,0.54660118
370,3371.14182542,0.556371533
380,3371.14182542,0.566014207
390,3371.14182542,0.575877593
400,3371.14182542,0.585632227
410,3371.14182542,0.595695794
420,3371.14182542,0.605625908
430,3371.14182542,0.61562371
440,3371.14182542,0.625179768
450,3371.14182542,0.63469348
460,3371.14182542,0.644678451
470,3371.14182542,0.654035932
480,3371.14182542,0.663583649
490,3371.14182542,0.673378704
500,3381.75128303,0.682841409
510,3371.14182542,0.692028865
520,3371.14182542,0.701492532
530,3371.14182542,0.710641171
540,3371.14182542,0.719887013
550,3381.75128303,0.730238019
560,3371.14182542,0.739752693
570,3371.14182542,0.74877269
580,3371.14182542,0.758230261
590,3371.14182542,0.767484765
600,3371.14182542,0.777004893
610,3371.14182542,0.786724881
620,3371.14182542,0.798247457
630,3371.14182542,0.807272587
640,3371.14182542,0.816535431
650,3371.14182542,0.830491934
660,3371.14182542,0.840654629
670,3371.14182542,0.850236993
680,3371.14182542,0.858937472
690,3371.14182542,0.868278913
700,3371.14182542,0.87803836
710,3371.14182542,0.887314999
720,3371.14182542,0.897229072
730,3377.64457761,0.907129671
740,3371.14182542,0.916350811
750,3377.64457761,0.928265728
760,3377.64457761,0.937706617
770,3377.64457761,0.946653472
780,3371.14182542,0.956358383
790,3377.64457761,0.965871774
800,3371.14182542,0.97476345
810,3371.14182542,0.983974004
820,3371.14182542,0.993475846
830,3371.14182542,1.002843272
840,3371.14182542,1.012189846
850,3371.14182542,1.021873262
860,3371.14182542,1.031254483
870,3400.71259766,1.040319714
880,3371.14182542,1.051840685
890,3371.14182542,1.061403479
900,3371.14182542,1.07049662
910,3371.14182542,1.079791545
920,3371.14182542,1.089183673
930,3371.14182542,1.098502016
940,3371.14182542,1.108164259
950,3371.14182542,1.11763787
960,3371.14182542,1.1264949
970,3371.14182542,1.136020802
980,3371.14182542,1.145516228
990,3371.14182542,1.154205478
1000,3371.14182542,1.166497979
1010,3371.14182542,1.17599148
1020,3371.14182542,1.185294745
1030,3371.14182542,1.194503053
1040,3371.14182542,1.204100494
1050,3371.14182542,1.213307839
1060,3371.14182542,1.222287415
1070,3371.14182542,1.231371573
1080,3378.44455059,1.240364302
1090,3371.14182542,1.249425682
1100,3371.14182542,1.258806582
1110,3371.14182542,1.26893463
1120,3371.14182542,1.278630557
1130,3371.14182542,1.288533402
1140,3371.14182542,1.298182171
1150,3371.14182542,1.307883552
1160,3371.14182542,1.317266056
1170,3371.14182542,1.32707651
1180,3371.14182542,1.337066613
