iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.13454511444,0.139950008639,0.393980848153,0.35,0.001931229
10,0.134401675,0.139949919337,0.393980848153,0.35,0.012166104
20,0.142452270453,0.150144988092,0.392612859097,0.35,0.02031384
30,0.128892833832,0.132570050133,0.411764705882,0.35,0.028773074
40,0.128174811811,0.132567747516,0.450068399453,0.35,0.036194514
50,0.128015715583,0.132565495154,0.455540355677,0.35,0.043192495
60,0.12797450341,0.132565233771,0.458276333789,0.35,0.048528076
70,0.125972056721,0.129653451146,0.484268125855,0.35,0.05461145
80,0.122987559929,0.122318138431,0.610123119015,0.65,0.061003437
90,0.118889637089,0.114434044412,0.610123119015,0.65,0.065419921
100,0.118730236932,0.114434044412,0.610123119015,0.65,0.069576556
110,0.118431382747,0.114434044412,0.611491108071,0.65,0.073779388
120,0.118426886194,0.114434044412,0.611491108071,0.65,0.078196515
130,0.116083197083,0.114800253673,0.686730506156,0.69375,0.08207758
140,0.1160764585,0.114800253673,0.686730506156,0.69375,0.08616107
150,0.11604616197,0.114800253673,0.688098495212,0.69375,0.090469765
160,0.116008539642,0.114805622296,0.688098495212,0.7,0.094570262
170,0.117159436243,0.116312862912,0.656634746922,0.64375,0.098310816
180,0.115088003203,0.113754055539,0.693570451436,0.73125,0.103067994
190,0.115008884266,0.113754055539,0.696306429549,0.73125,0.106746316
200,0.114985162356,0.113754055539,0.696306429549,0.73125,0.110335131
210,0.11528015294,0.114795148868,0.674418604651,0.675,0.113935817
220,0.114170059774,0.112922472957,0.699042407661,0.71875,0.117874626
230,0.114169050302,0.112922472957,0.699042407661,0.71875,0.121926361
240,0.11382991552,0.112922462517,0.696306429549,0.71875,0.125441391
250,0.113745993718,0.112922456285,0.699042407661,0.71875,0.129051697
260,0.133471670552,0.139258481648,0.410396716826,0.35,0.132959068
270,0.112475438138,0.110882025846,0.681258549932,0.725,0.136488855
280,0.111185306372,0.107907421083,0.666210670315,0.71875,0.140054893
290,0.11117096941,0.107907421083,0.668946648427,0.71875,0.14352501
300,0.111067319527,0.107791778402,0.675786593707,0.725,0.147401905
310,0.110932163833,0.107533354895,0.673050615595,0.725,0.151032745
320,0.109364107992,0.105921412543,0.6853625171,0.73125,0.154465008
330,0.109167218787,0.105556552884,0.689466484268,0.75625,0.15828833
340,0.108240669197,0.10471885916,0.693570451436,0.7375,0.161795983
350,0.108017317658,0.103871160646,0.693570451436,0.75625,0.165202903
360,0.107873277949,0.103910852343,0.689466484268,0.75,0.168850425
370,0.107252100835,0.102239358568,0.688098495212,0.75625,0.172357435
380,0.107258572161,0.102239358568,0.688098495212,0.75625,0.175859633
390,0.107038395649,0.101580799199,0.688098495212,0.75625,0.179861961
400,0.10676797538,0.101543431742,0.688098495212,0.75625,0.183542203
410,0.107485835667,0.1035155458,0.69220246238,0.7375,0.187121393
420,0.10670832813,0.101543431742,0.688098495212,0.75625,0.190689356
430,0.10649348742,0.100982093269,0.686730506156,0.75625,0.194237109
440,0.106488403274,0.100982093269,0.686730506156,0.75625,0.19765173
450,0.10596446592,0.100377504799,0.690834473324,0.75625,0.201303422
460,0.106393090262,0.100377504799,0.690834473324,0.75625,0.204765518
470,0.105885534272,0.100472799405,0.689466484268,0.7625,0.208284399
480,0.105833154407,0.10046399604,0.689466484268,0.7625,0.212200433
490,0.105984712617,0.100342149834,0.689466484268,0.75625,0.215602543
500,0.106167289523,0.10066487043,0.689466484268,0.75,0.219042827
510,0.105689631517,0.10066487043,0.690834473324,0.75,0.22293416
520,0.105667974557,0.100708553219,0.69220246238,0.74375,0.226466834
530,0.105684993926,0.101117819115,0.688098495212,0.74375,0.229895891
540,0.104849456998,0.100105997153,0.686730506156,0.74375,0.233670773
550,0.105515160952,0.101548479188,0.689466484268,0.73125,0.237107849
560,0.104507450256,0.0998113003141,0.693570451436,0.74375,0.240740613
570,0.104484051098,0.099833805777,0.693570451436,0.74375,0.244185706
580,0.104299816311,0.0997330177365,0.694938440492,0.75,0.247694643
590,0.104283994688,0.0995739392859,0.693570451436,0.74375,0.251365261
600,0.104146821167,0.0995739392859,0.694938440492,0.74375,0.254798486
610,0.103268802231,0.0984699231157,0.696306429549,0.75,0.258229145
620,0.103258380014,0.0984699231157,0.696306429549,0.75,0.262077487
630,0.102729565256,0.0980524907211,0.690834473324,0.75,0.265772488
640,0.102685263089,0.0980524907211,0.69220246238,0.75,0.269231376
650,0.100754520468,0.0992636427191,0.726402188782,0.75625,0.27328022
660,0.100683359592,0.0992636427191,0.729138166895,0.75625,0.276882188
670,0.100670663509,0.0997938323773,0.731874145007,0.76875,0.280316376
680,0.100514341766,0.0992636427191,0.725034199726,0.75625,0.283919307
690,0.100512863238,0.0983246073335,0.722298221614,0.7625,0.287342908
700,0.101251466409,0.100785724736,0.741450068399,0.7625,0.290986257
710,0.100226053023,0.0979834324517,0.720930232558,0.7625,0.294399594
720,0.100161232239,0.0979834324516,0.722298221614,0.7625,0.297938365
730,0.100150295511,0.0979834324516,0.720930232558,0.7625,0.301729605
740,0.100140226134,0.0977075286752,0.71682626539,0.7625,0.305068195
750,0.100160297845,0.0976926687549,0.719562243502,0.7625,0.308552109
760,0.100087135217,0.0976926687549,0.719562243502,0.7625,0.311993355
770,0.107887947091,0.105222572231,0.6292749658,0.65,0.315582812
780,0.0994021374542,0.0968389934072,0.722298221614,0.7625,0.319423457
790,0.0992483618374,0.0967565605703,0.719562243502,0.7625,0.322990136
800,0.0992563880302,0.0967565605708,0.719562243502,0.7625,0.326429457
810,0.0991362682184,0.0974326705894,0.722298221614,0.7625,0.330329772
820,0.0991047619036,0.0974326705893,0.719562243502,0.7625,0.333939758
830,0.0989825246892,0.0977066929869,0.72366621067,0.7625,0.337621284
840,0.095411124711,0.0945807898359,0.75512995896,0.7625,0.341868387
850,0.0953521317818,0.0943522220034,0.75512995896,0.7625,0.345391756
860,0.094932958799,0.0901511832175,0.722298221614,0.775,0.348733874
870,0.0945185743782,0.0904595187127,0.731874145007,0.775,0.352640925
880,0.0969349972477,0.0914230221265,0.725034199726,0.775,0.356493118
890,0.0943137072163,0.0918785381173,0.746922024624,0.775,0.360067176
900,0.0956325799963,0.0933379634373,0.741450068399,0.76875,0.363501046
910,0.0963952145745,0.090947643053,0.636114911081,0.65,0.36706195
920,0.0941252708546,0.0908416734667,0.741450068399,0.7875,0.371022574
930,0.0941127629842,0.0912317620938,0.741450068399,0.7875,0.374817346
940,0.0940736297559,0.0912317620937,0.741450068399,0.7875,0.378227154
950,0.0940909561481,0.0912317620937,0.745554035568,0.7875,0.381820139
960,0.0940556099394,0.0912317620937,0.744186046512,0.7875,0.385465096
970,0.094117085927,0.0912214906511,0.745554035568,0.7875,0.389275584
980,0.0938386759335,0.0908927801756,0.746922024624,0.79375,0.39298887
990,0.0938319550241,0.0908927801756,0.746922024624,0.79375,0.39832702
1000,0.0938607891313,0.0904463952363,0.740082079343,0.79375,0.402167986
1010,0.0936044229947,0.0908927801756,0.742818057456,0.79375,0.405718947
1020,0.0935553744272,0.0907122664666,0.744186046512,0.79375,0.409927553
1030,0.0935530528319,0.0907122664666,0.744186046512,0.79375,0.413490705
1040,0.0936308358702,0.0907122664666,0.744186046512,0.79375,0.416927461
1050,0.0936582327601,0.0907122664666,0.742818057456,0.79375,0.420667695
1060,0.0932815601358,0.0905122472722,0.74829001368,0.8,0.42412883
1070,0.0927864174988,0.0897362618889,0.749658002736,0.8,0.427638405
1080,0.0925548125771,0.0901034175656,0.753761969904,0.8,0.431215347
1090,0.0925158312419,0.0901034175655,0.753761969904,0.8,0.434862227
1100,0.092515811785,0.0901034175655,0.753761969904,0.8,0.438563
1110,0.0925903247827,0.0893305916375,0.751025991792,0.80625,0.441990131
1120,0.0924736686244,0.0893305916373,0.751025991792,0.80625,0.445503556
1130,0.0923780308525,0.0895505036444,0.753761969904,0.79375,0.449332653
1140,0.0923296257135,0.0895505036444,0.75512995896,0.79375,0.452931093
1150,0.0922921188557,0.0893244950293,0.753761969904,0.79375,0.456555196
1160,0.0921582809939,0.0893244950293,0.756497948016,0.79375,0.460156842
1170,0.092219617376,0.0893244950292,0.75512995896,0.79375,0.463647171
1180,0.0921070448019,0.0893244950293,0.753761969904,0.79375,0.467412106
1190,0.0921070448019,0.0893244950293,0.753761969904,0.79375,0.471062836
1200,0.0919802454079,0.0896614300403,0.75512995896,0.7875,0.474647802
1210,0.0919802454079,0.0896614300403,0.75512995896,0.7875,0.478620619
1220,0.0919067625607,0.0893308671064,0.751025991792,0.79375,0.482110306
1230,0.0918327616316,0.0893752800212,0.752393980848,0.8,0.485577538
1240,0.0980125451966,0.102149465944,0.763337893297,0.78125,0.489066263
1250,0.0918589849149,0.089434952475,0.751025991792,0.8,0.492720521
1260,0.0919328757042,0.0921745426612,0.767441860465,0.7875,0.496565658
1270,0.0967123245858,0.0910222557541,0.638850889193,0.65,0.50002615
1280,0.0955665015163,0.0963594071361,0.766073871409,0.79375,0.503677523
1290,0.0918204159947,0.0895889105607,0.751025991792,0.8125,0.507285907
1300,0.0917758796896,0.0895889105607,0.751025991792,0.8125,0.510911293
1310,0.125605220831,0.138714374054,0.502051983584,0.35,0.514318854
1320,0.0917753537779,0.0891054198086,0.751025991792,0.81875,0.518054275
1330,0.091647176407,0.0893347682558,0.749658002736,0.80625,0.521537865
1340,0.0918854818599,0.0893757849025,0.749658002736,0.80625,0.524936764
1350,0.0916603918615,0.0893187686186,0.753761969904,0.8,0.528347854
1360,0.0917414742456,0.0896301120153,0.756497948016,0.80625,0.531748038
1370,0.0973228631241,0.0918686155689,0.640218878249,0.65,0.535419298
1380,0.0919570504036,0.0888549810422,0.74829001368,0.81875,0.538969617
1390,0.0915469673162,0.0893187686186,0.756497948016,0.8,0.542775615
1400,0.0915526487501,0.0893187686185,0.756497948016,0.8,0.546362183
1410,0.0915456422633,0.0893187686186,0.756497948016,0.8,0.550013553
1420,0.0915437154395,0.0893187686186,0.756497948016,0.8,0.553555852
1430,0.0915437154395,0.0893187686186,0.756497948016,0.8,0.557310842
1440,0.0914148801451,0.08932232608,0.75512995896,0.8,0.560673173
1450,0.0914177512325,0.08932232608,0.759233926129,0.8,0.564012725
1460,0.0914870490512,0.0893365942,0.760601915185,0.81875,0.567357089
1470,0.0905510700139,0.0887227241312,0.760601915185,0.81875,0.570773631
1480,0.0904473423497,0.0887215418272,0.764705882353,0.81875,0.574108051
1490,0.0899997039922,0.0880170259974,0.763337893297,0.81875,0.57757047
1500,0.0899375164407,0.0878760549296,0.763337893297,0.81875,0.581244296
1510,0.0898316130556,0.087827466791,0.764705882353,0.81875,0.584596039
1520,0.0898304479736,0.087827466791,0.764705882353,0.81875,0.588361937
1530,0.0898393158205,0.087827466791,0.764705882353,0.81875,0.592305883
1540,0.0897765368061,0.0876724528747,0.763337893297,0.81875,0.595622016
1550,0.0895012860068,0.0872416838066,0.756497948016,0.81875,0.599324395
1560,0.0895014296923,0.0872416838065,0.757865937073,0.81875,0.602638925
1570,0.0892995937188,0.0867157077869,0.75512995896,0.8125,0.606177054
1580,0.0893275876434,0.0867157077869,0.75512995896,0.8125,0.609491585
1590,0.0893134019745,0.0867157077869,0.75512995896,0.8125,0.612868349
1600,0.0892995937188,0.0867157077869,0.75512995896,0.8125,0.616435672
1610,0.089319225486,0.0865994291027,0.752393980848,0.8125,0.619821421
1620,0.0891420827248,0.0856360769421,0.75512995896,0.81875,0.623490115
1630,0.0887951524704,0.0826238559139,0.727770177839,0.7625,0.626983654
1640,0.0881372025675,0.0823202237147,0.734610123119,0.7625,0.630496758
1650,0.0854432702891,0.0787170088652,0.759233926129,0.8125,0.634093274
1660,0.084770070108,0.0781912236668,0.752393980848,0.81875,0.637747854
1670,0.084871358166,0.0781912236668,0.752393980848,0.81875,0.641214441
1680,0.0868936264241,0.0782072491077,0.742818057456,0.825,0.644640607
1690,0.0847078274431,0.0787066580526,0.763337893297,0.8125,0.648245141
1700,0.0842026173098,0.0779202607239,0.761969904241,0.825,0.65157186
1710,0.10793377011,0.110502425195,0.651162790698,0.65,0.655067001
1720,0.0831695650732,0.0752923397145,0.774281805746,0.78125,0.658392759
1730,0.0823480719049,0.0753190553404,0.778385772914,0.7875,0.661846835
1740,0.0815332838991,0.0751724345696,0.77975376197,0.7875,0.665262736
1750,0.081783725381,0.0752318092527,0.783857729138,0.79375,0.668682809
1760,0.0827903846647,0.0747068854711,0.752393980848,0.8125,0.672530191
1770,0.0807342895283,0.0744261170202,0.760601915185,0.825,0.675965984
1780,0.0799552654942,0.0732258134801,0.792065663475,0.8125,0.679566987
1790,0.0797311879485,0.0734640722876,0.787961696306,0.8,0.683086512
1800,0.0795832079502,0.07319148121,0.787961696306,0.8,0.686697141
1810,0.0781624063121,0.0724173713791,0.798905608755,0.8,0.690211853
1820,0.0779904140943,0.0720672087948,0.794801641587,0.7875,0.693902042
1830,0.0778275630641,0.0724263450185,0.794801641587,0.78125,0.697687189
1840,0.0777187870015,0.0725106643477,0.794801641587,0.78125,0.701140946
1850,0.113194829983,0.114327983365,0.633378932969,0.65,0.705443545
1860,0.0773076985948,0.0723726158528,0.800273597811,0.78125,0.708885113
1870,0.0771845854087,0.0723717587404,0.798905608755,0.78125,0.712413938
1880,0.0771920534552,0.0723175312333,0.797537619699,0.78125,0.716287303
1890,0.0771469528735,0.0723713932376,0.798905608755,0.78125,0.719845962
1900,0.0771569192033,0.0724082533879,0.798905608755,0.78125,0.723749484
1910,0.0767295613531,0.0733869835381,0.797537619699,0.79375,0.727160894
1920,0.0767509865183,0.073372136195,0.797537619699,0.79375,0.730729818
1930,0.0766816414633,0.073372136195,0.796169630643,0.79375,0.734203785
1940,0.0767961658074,0.0733714313582,0.794801641587,0.79375,0.737601083
1950,0.0768076563442,0.072920149694,0.798905608755,0.79375,0.741640303
1960,0.076669696665,0.0734168111911,0.798905608755,0.8,0.745091815
1970,0.0765017174766,0.0729787425617,0.798905608755,0.7875,0.748758583
1980,0.0765450312019,0.0730044279021,0.798905608755,0.78125,0.752231587
1990,0.076495192098,0.0729787425617,0.796169630643,0.7875,0.755689514
2000,0.0765805581245,0.0731344880583,0.797537619699,0.7875,0.759127552
2010,0.0765497467718,0.0729787425617,0.796169630643,0.7875,0.762451706
2020,0.0764481893445,0.0729341367439,0.798905608755,0.78125,0.766264441
2030,0.087112624553,0.0837843919312,0.766073871409,0.79375,0.770200045
2040,0.076298733914,0.0728864154866,0.796169630643,0.7875,0.773621721
2050,0.0761763832124,0.0729511690293,0.797537619699,0.79375,0.776969293
2060,0.0782691916125,0.0749671509844,0.766073871409,0.7375,0.780317186
2070,0.0755715069519,0.072183421498,0.800273597811,0.79375,0.784393298
2080,0.0755147368933,0.0725232182838,0.801641586867,0.79375,0.787790913
2090,0.0753089097275,0.0720268823478,0.803009575923,0.775,0.791522163
2100,0.0751547430443,0.0726474257378,0.804377564979,0.7875,0.794851448
2110,0.0746780142066,0.0724671500341,0.803009575923,0.8,0.798212173
2120,0.0748798710171,0.0724671500341,0.800273597811,0.8,0.801563274
2130,0.0746556090745,0.072484867615,0.803009575923,0.8,0.804897694
2140,0.0746350432951,0.0724535018979,0.803009575923,0.8,0.808246226
2150,0.0745270108843,0.0726682078678,0.805745554036,0.8,0.811627802
2160,0.0745076642518,0.0727635858919,0.805745554036,0.8,0.815371564
2170,0.075049205687,0.0726248532013,0.801641586867,0.8,0.818715286
2180,0.0741948559859,0.0726142930462,0.803009575923,0.8,0.822618808
2190,0.0752110573207,0.0751006744772,0.792065663475,0.78125,0.826035672
2200,0.0751359894421,0.0749273167573,0.797537619699,0.78125,0.829433929
2210,0.0739244446495,0.0723603390669,0.805745554036,0.8,0.832757762
2220,0.0738423241618,0.072468860297,0.803009575923,0.78125,0.836378978
2230,0.0736800476366,0.0723630768332,0.809849521204,0.7875,0.839830169
2240,0.0737354997357,0.0723630768332,0.807113543092,0.7875,0.843303815
2250,0.0736800476366,0.0723630768332,0.809849521204,0.7875,0.847223377
2260,0.0736647132137,0.0724081052028,0.808481532148,0.7875,0.850671039
2270,0.0734016199614,0.0723274776195,0.809849521204,0.8,0.85411774
2280,0.0734404121532,0.0723377982944,0.81121751026,0.8,0.857466917
2290,0.0734932506014,0.0722508633165,0.804377564979,0.8,0.860848495
2300,0.0732685758039,0.0719275039514,0.808481532148,0.8,0.864266965
2310,0.0732908921572,0.071909352936,0.804377564979,0.8,0.86773548
2320,0.0732414432824,0.0719275039514,0.807113543092,0.8,0.87150523
2330,0.0721863469236,0.0694515662757,0.804377564979,0.80625,0.875046885
2340,0.0721864640038,0.0694515662757,0.804377564979,0.80625,0.878416591
2350,0.072180363643,0.0693683154029,0.805745554036,0.80625,0.881995139
2360,0.0714797420957,0.0695236814027,0.805745554036,0.80625,0.88532635
2370,0.0714072114786,0.0694591427754,0.809849521204,0.8,0.888884689
2380,0.0712600813067,0.0695462189552,0.809849521204,0.8,0.892447518
2390,0.0713231881746,0.0697219844005,0.809849521204,0.8,0.89620283
2400,0.0712649647072,0.0694619019453,0.809849521204,0.80625,0.899607505
2410,0.071295702602,0.0694091865352,0.808481532148,0.80625,0.903206266
2420,0.0712811114556,0.0694619019453,0.809849521204,0.80625,0.906535872
2430,0.0783829987246,0.0781904596085,0.783857729138,0.775,0.910565152
2440,0.0710498810857,0.069008328548,0.809849521204,0.8125,0.913987148
2450,0.0708844191434,0.0695348422386,0.813953488372,0.83125,0.917326057
2460,0.0702728017402,0.0695388142047,0.813953488372,0.79375,0.920979034
2470,0.0702728017402,0.0695388142047,0.813953488372,0.79375,0.924430866
2480,0.0702201605823,0.0693877749692,0.812585499316,0.79375,0.928506014
2490,0.070651819045,0.0705935378608,0.815321477428,0.80625,0.932413385
2500,0.0700024960538,0.06904639011,0.815321477428,0.79375,0.936037169
2510,0.0707253995211,0.0703721465335,0.807113543092,0.80625,0.939856964
2520,0.0701534892755,0.0691184680985,0.812585499316,0.8125,0.943298853
2530,0.0700834910533,0.0670568759116,0.809849521204,0.8125,0.946865533
2540,0.0698439637304,0.0667127138852,0.808481532148,0.8125,0.950324422
2550,0.0694020375532,0.0667338208503,0.807113543092,0.8125,0.95387025
2560,0.0693514396598,0.066742049992,0.808481532148,0.8125,0.957351278
2570,0.0692428362665,0.0667364019784,0.807113543092,0.8125,0.960957737
2580,0.0694492345993,0.0667635904622,0.807113543092,0.80625,0.964464748
2590,0.069027651718,0.0664671292895,0.812585499316,0.825,0.967978495
2600,0.0690353568693,0.0664671292895,0.812585499316,0.825,0.971625375
2610,0.0696366480762,0.0666813810274,0.81805745554,0.825,0.975117308
2620,0.0687763744968,0.0664618341548,0.816689466484,0.81875,0.978799478
2630,0.0714157797638,0.0704456093899,0.81121751026,0.80625,0.982236552
2640,0.0686843004075,0.0664059264323,0.81805745554,0.81875,0.98558188
2650,0.0726458966958,0.0695204872554,0.790697674419,0.79375,0.98907285
2660,0.0686474783554,0.0664001774186,0.815321477428,0.81875,0.992483619
